 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: positron
 # Kinetic energy = 1.00000E+05 eV = 3.67493E+03 a.u.
 #
 # Element: Cu,  Z =  29,  atomic weight = 6.35460E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 4.26986E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 29
 #
 # Electron density: Read from file z_029.den   
 #                   Number of data points =  771
 #                   Volume integral = 2.90000E+01
 #
 # Total elastic cross section = 5.76694E-18 cm**2 = 2.05941E-01 a0**2
 # 1st transport cross section = 1.86853E-20 cm**2 = 6.67264E-04 a0**2
 # 2nd transport cross section = 4.84743E-20 cm**2 = 1.73105E-03 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  1.430E+02  8.99318E-01  1.13990E-22  4.07064E-06  1.66966E-02  1.0E-07
  1.435E+02  9.01928E-01  1.13263E-22  4.04470E-06  1.65308E-02  1.0E-07
  1.440E+02  9.04508E-01  1.12552E-22  4.01929E-06  1.63627E-02  1.0E-07
  1.445E+02  9.07058E-01  1.11855E-22  3.99440E-06  1.61924E-02  1.0E-07
  1.450E+02  9.09576E-01  1.11172E-22  3.97004E-06  1.60199E-02  1.0E-07
  1.455E+02  9.12063E-01  1.10504E-22  3.94618E-06  1.58451E-02  1.0E-07
  1.460E+02  9.14519E-01  1.09850E-22  3.92281E-06  1.56682E-02  1.0E-07
  1.465E+02  9.16943E-01  1.09209E-22  3.89994E-06  1.54891E-02  1.0E-07
  1.470E+02  9.19335E-01  1.08583E-22  3.87755E-06  1.53078E-02  1.0E-07
  1.475E+02  9.21696E-01  1.07969E-22  3.85564E-06  1.51245E-02  1.0E-07
  1.480E+02  9.24024E-01  1.07369E-22  3.83420E-06  1.49390E-02  1.0E-07
  1.485E+02  9.26320E-01  1.06781E-22  3.81322E-06  1.47515E-02  1.0E-07
  1.490E+02  9.28584E-01  1.06206E-22  3.79269E-06  1.45619E-02  1.0E-07
  1.495E+02  9.30815E-01  1.05644E-22  3.77262E-06  1.43703E-02  1.0E-07
  1.500E+02  9.33013E-01  1.05094E-22  3.75298E-06  1.41767E-02  1.0E-07
  1.505E+02  9.35178E-01  1.04556E-22  3.73378E-06  1.39811E-02  1.0E-07
  1.510E+02  9.37310E-01  1.04031E-22  3.71501E-06  1.37835E-02  1.0E-07
  1.515E+02  9.39409E-01  1.03517E-22  3.69666E-06  1.35840E-02  1.0E-07
  1.520E+02  9.41474E-01  1.03015E-22  3.67873E-06  1.33827E-02  1.0E-07
  1.525E+02  9.43505E-01  1.02524E-22  3.66121E-06  1.31794E-02  1.0E-07
  1.530E+02  9.45503E-01  1.02045E-22  3.64409E-06  1.29743E-02  1.0E-07
  1.535E+02  9.47467E-01  1.01577E-22  3.62738E-06  1.27673E-02  1.0E-07
  1.540E+02  9.49397E-01  1.01120E-22  3.61106E-06  1.25586E-02  1.0E-07
  1.545E+02  9.51293E-01  1.00674E-22  3.59513E-06  1.23481E-02  1.0E-07
  1.550E+02  9.53154E-01  1.00239E-22  3.57958E-06  1.21358E-02  1.0E-07
  1.555E+02  9.54981E-01  9.98139E-23  3.56442E-06  1.19219E-02  1.0E-07
  1.560E+02  9.56773E-01  9.93998E-23  3.54963E-06  1.17062E-02  1.0E-07
  1.565E+02  9.58530E-01  9.89960E-23  3.53521E-06  1.14889E-02  1.0E-07
  1.570E+02  9.60252E-01  9.86025E-23  3.52116E-06  1.12700E-02  1.0E-07
  1.575E+02  9.61940E-01  9.82191E-23  3.50747E-06  1.10495E-02  1.0E-07
  1.580E+02  9.63592E-01  9.78458E-23  3.49414E-06  1.08274E-02  1.0E-07
  1.585E+02  9.65209E-01  9.74824E-23  3.48116E-06  1.06037E-02  1.0E-07
  1.590E+02  9.66790E-01  9.71288E-23  3.46853E-06  1.03786E-02  1.0E-07
  1.595E+02  9.68336E-01  9.67849E-23  3.45625E-06  1.01519E-02  1.0E-07
  1.600E+02  9.69846E-01  9.64505E-23  3.44431E-06  9.92385E-03  1.0E-07
  1.605E+02  9.71321E-01  9.61257E-23  3.43271E-06  9.69436E-03  1.0E-07
  1.610E+02  9.72759E-01  9.58102E-23  3.42144E-06  9.46348E-03  1.0E-07
  1.615E+02  9.74162E-01  9.55040E-23  3.41051E-06  9.23125E-03  1.0E-07
  1.620E+02  9.75528E-01  9.52071E-23  3.39991E-06  8.99770E-03  1.0E-07
  1.625E+02  9.76858E-01  9.49192E-23  3.38963E-06  8.76286E-03  1.0E-07
  1.630E+02  9.78152E-01  9.46404E-23  3.37967E-06  8.52677E-03  1.0E-07
  1.635E+02  9.79410E-01  9.43706E-23  3.37003E-06  8.28945E-03  1.0E-07
  1.640E+02  9.80631E-01  9.41096E-23  3.36071E-06  8.05095E-03  1.0E-07
  1.645E+02  9.81815E-01  9.38573E-23  3.35171E-06  7.81129E-03  1.0E-07
  1.650E+02  9.82963E-01  9.36138E-23  3.34301E-06  7.57051E-03  1.0E-07
  1.655E+02  9.84074E-01  9.33790E-23  3.33462E-06  7.32864E-03  1.0E-07
  1.660E+02  9.85148E-01  9.31528E-23  3.32655E-06  7.08571E-03  1.0E-07
  1.665E+02  9.86185E-01  9.29350E-23  3.31877E-06  6.84177E-03  1.0E-07
  1.670E+02  9.87185E-01  9.27258E-23  3.31130E-06  6.59684E-03  1.0E-07
  1.675E+02  9.88148E-01  9.25248E-23  3.30412E-06  6.35096E-03  1.0E-07
  1.680E+02  9.89074E-01  9.23323E-23  3.29724E-06  6.10417E-03  1.0E-07
  1.685E+02  9.89962E-01  9.21479E-23  3.29066E-06  5.85649E-03  1.0E-07
  1.690E+02  9.90814E-01  9.19719E-23  3.28438E-06  5.60797E-03  1.0E-07
  1.695E+02  9.91627E-01  9.18040E-23  3.27838E-06  5.35865E-03  1.0E-07
  1.700E+02  9.92404E-01  9.16442E-23  3.27268E-06  5.10854E-03  1.0E-07
  1.705E+02  9.93143E-01  9.14926E-23  3.26726E-06  4.85770E-03  1.0E-07
  1.710E+02  9.93844E-01  9.13489E-23  3.26213E-06  4.60616E-03  1.0E-07
  1.715E+02  9.94508E-01  9.12132E-23  3.25728E-06  4.35395E-03  1.0E-07
  1.720E+02  9.95134E-01  9.10855E-23  3.25272E-06  4.10111E-03  1.0E-07
  1.725E+02  9.95722E-01  9.09657E-23  3.24844E-06  3.84767E-03  1.0E-07
  1.730E+02  9.96273E-01  9.08538E-23  3.24445E-06  3.59368E-03  1.0E-07
  1.735E+02  9.96786E-01  9.07498E-23  3.24073E-06  3.33917E-03  1.0E-07
  1.740E+02  9.97261E-01  9.06536E-23  3.23730E-06  3.08418E-03  1.0E-07
  1.745E+02  9.97698E-01  9.05652E-23  3.23414E-06  2.82874E-03  1.0E-07
  1.750E+02  9.98097E-01  9.04845E-23  3.23126E-06  2.57289E-03  1.0E-07
  1.755E+02  9.98459E-01  9.04115E-23  3.22865E-06  2.31666E-03  1.0E-07
  1.760E+02  9.98782E-01  9.03463E-23  3.22633E-06  2.06010E-03  1.0E-07
  1.765E+02  9.99067E-01  9.02889E-23  3.22428E-06  1.80324E-03  1.0E-07
  1.770E+02  9.99315E-01  9.02392E-23  3.22250E-06  1.54612E-03  1.0E-07
  1.775E+02  9.99524E-01  9.01971E-23  3.22100E-06  1.28878E-03  1.0E-07
  1.780E+02  9.99695E-01  9.01627E-23  3.21977E-06  1.03125E-03  1.0E-07
  1.785E+02  9.99829E-01  9.01359E-23  3.21881E-06  7.73566E-04  1.0E-07
  1.790E+02  9.99924E-01  9.01167E-23  3.21813E-06  5.15773E-04  1.0E-07
  1.795E+02  9.99981E-01  9.01052E-23  3.21771E-06  2.57905E-04  1.0E-07
  1.800E+02  1.00000E+00  9.01013E-23  3.21758E-06  3.61938E-18  1.0E-07
