 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: positron
 # Kinetic energy = 1.00000E+05 eV = 3.67493E+03 a.u.
 #
 # Element: Cu,  Z =  29,  atomic weight = 6.35460E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 4.26986E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 29
 #
 # Electron density: Read from file z_029.den   
 #                   Number of data points =  771
 #                   Volume integral = 2.90000E+01
 #
 # Total elastic cross section = 5.76694E-18 cm**2 = 2.05941E-01 a0**2
 # 1st transport cross section = 1.86853E-20 cm**2 = 6.67264E-04 a0**2
 # 2nd transport cross section = 4.84743E-20 cm**2 = 1.73105E-03 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  1.225E+01  1.13844E-02  7.64116E-19  2.72871E-02  6.83115E-04  1.0E-07
  1.250E+01  1.18520E-02  7.08810E-19  2.53121E-02  7.09384E-04  1.0E-07
  1.275E+01  1.23288E-02  6.58364E-19  2.35106E-02  7.36056E-04  1.0E-07
  1.300E+01  1.28150E-02  6.12277E-19  2.18648E-02  7.63130E-04  1.0E-07
  1.325E+01  1.33104E-02  5.70108E-19  2.03589E-02  7.90605E-04  1.0E-07
  1.350E+01  1.38150E-02  5.31467E-19  1.89790E-02  8.18479E-04  1.0E-07
  1.375E+01  1.43290E-02  4.96008E-19  1.77128E-02  8.46752E-04  1.0E-07
  1.400E+01  1.48521E-02  4.63425E-19  1.65492E-02  8.75424E-04  1.0E-07
  1.425E+01  1.53845E-02  4.33445E-19  1.54786E-02  9.04494E-04  1.0E-07
  1.450E+01  1.59262E-02  4.05825E-19  1.44923E-02  9.33965E-04  1.0E-07
  1.475E+01  1.64770E-02  3.80348E-19  1.35825E-02  9.63837E-04  1.0E-07
  1.500E+01  1.70371E-02  3.56819E-19  1.27422E-02  9.94112E-04  1.0E-07
  1.525E+01  1.76063E-02  3.35063E-19  1.19653E-02  1.02479E-03  1.0E-07
  1.550E+01  1.81848E-02  3.14926E-19  1.12462E-02  1.05588E-03  1.0E-07
  1.575E+01  1.87724E-02  2.96265E-19  1.05798E-02  1.08737E-03  1.0E-07
  1.600E+01  1.93692E-02  2.78955E-19  9.96167E-03  1.11928E-03  1.0E-07
  1.625E+01  1.99751E-02  2.62881E-19  9.38764E-03  1.15159E-03  1.0E-07
  1.650E+01  2.05901E-02  2.47939E-19  8.85406E-03  1.18433E-03  1.0E-07
  1.675E+01  2.12143E-02  2.34036E-19  8.35758E-03  1.21748E-03  1.0E-07
  1.700E+01  2.18476E-02  2.21088E-19  7.89520E-03  1.25105E-03  1.0E-07
  1.725E+01  2.24900E-02  2.09017E-19  7.46415E-03  1.28504E-03  1.0E-07
  1.750E+01  2.31415E-02  1.97755E-19  7.06195E-03  1.31946E-03  1.0E-07
  1.775E+01  2.38021E-02  1.87237E-19  6.68634E-03  1.35430E-03  1.0E-07
  1.800E+01  2.44717E-02  1.77405E-19  6.33526E-03  1.38957E-03  1.0E-07
  1.825E+01  2.51504E-02  1.68208E-19  6.00681E-03  1.42528E-03  1.0E-07
  1.850E+01  2.58382E-02  1.59597E-19  5.69930E-03  1.46141E-03  1.0E-07
  1.875E+01  2.65349E-02  1.51528E-19  5.41115E-03  1.49798E-03  1.0E-07
  1.900E+01  2.72407E-02  1.43960E-19  5.14092E-03  1.53499E-03  1.0E-07
  1.925E+01  2.79555E-02  1.36859E-19  4.88731E-03  1.57243E-03  1.0E-07
  1.950E+01  2.86793E-02  1.30188E-19  4.64911E-03  1.61032E-03  1.0E-07
  1.975E+01  2.94120E-02  1.23919E-19  4.42522E-03  1.64864E-03  1.0E-07
  2.000E+01  3.01537E-02  1.18022E-19  4.21463E-03  1.68741E-03  1.0E-07
  2.025E+01  3.09043E-02  1.12471E-19  4.01640E-03  1.72662E-03  1.0E-07
  2.050E+01  3.16639E-02  1.07242E-19  3.82969E-03  1.76627E-03  1.0E-07
  2.075E+01  3.24324E-02  1.02314E-19  3.65370E-03  1.80637E-03  1.0E-07
  2.100E+01  3.32098E-02  9.76655E-20  3.48770E-03  1.84691E-03  1.0E-07
  2.125E+01  3.39961E-02  9.32781E-20  3.33102E-03  1.88789E-03  1.0E-07
  2.150E+01  3.47912E-02  8.91346E-20  3.18305E-03  1.92932E-03  1.0E-07
  2.175E+01  3.55952E-02  8.52188E-20  3.04322E-03  1.97120E-03  1.0E-07
  2.200E+01  3.64081E-02  8.15160E-20  2.91099E-03  2.01352E-03  1.0E-07
  2.225E+01  3.72297E-02  7.80125E-20  2.78588E-03  2.05628E-03  1.0E-07
  2.250E+01  3.80602E-02  7.46955E-20  2.66743E-03  2.09949E-03  1.0E-07
  2.275E+01  3.88995E-02  7.15534E-20  2.55522E-03  2.14314E-03  1.0E-07
  2.300E+01  3.97476E-02  6.85752E-20  2.44886E-03  2.18723E-03  1.0E-07
  2.325E+01  4.06044E-02  6.57508E-20  2.34800E-03  2.23177E-03  1.0E-07
  2.350E+01  4.14700E-02  6.30707E-20  2.25230E-03  2.27674E-03  1.0E-07
  2.375E+01  4.23443E-02  6.05263E-20  2.16143E-03  2.32216E-03  1.0E-07
  2.400E+01  4.32273E-02  5.81093E-20  2.07512E-03  2.36801E-03  1.0E-07
  2.425E+01  4.41190E-02  5.58123E-20  1.99309E-03  2.41431E-03  1.0E-07
  2.450E+01  4.50194E-02  5.36281E-20  1.91509E-03  2.46103E-03  1.0E-07
  2.475E+01  4.59284E-02  5.15501E-20  1.84089E-03  2.50819E-03  1.0E-07
  2.500E+01  4.68461E-02  4.95723E-20  1.77026E-03  2.55579E-03  1.0E-07
  2.550E+01  4.87074E-02  4.58946E-20  1.63892E-03  2.65226E-03  1.0E-07
  2.600E+01  5.06030E-02  4.25533E-20  1.51961E-03  2.75043E-03  1.0E-07
  2.650E+01  5.25328E-02  3.95122E-20  1.41101E-03  2.85029E-03  1.0E-07
  2.700E+01  5.44967E-02  3.67396E-20  1.31200E-03  2.95182E-03  1.0E-07
  2.750E+01  5.64946E-02  3.42075E-20  1.22157E-03  3.05501E-03  1.0E-07
  2.800E+01  5.85262E-02  3.18911E-20  1.13885E-03  3.15982E-03  1.0E-07
  2.850E+01  6.05914E-02  2.97689E-20  1.06307E-03  3.26624E-03  1.0E-07
  2.900E+01  6.26901E-02  2.78216E-20  9.93528E-04  3.37424E-03  1.0E-07
  2.950E+01  6.48222E-02  2.60321E-20  9.29625E-04  3.48380E-03  1.0E-07
  3.000E+01  6.69873E-02  2.43854E-20  8.70818E-04  3.59491E-03  1.0E-07
  3.050E+01  6.91854E-02  2.28679E-20  8.16627E-04  3.70752E-03  1.0E-07
  3.100E+01  7.14163E-02  2.14676E-20  7.66623E-04  3.82164E-03  1.0E-07
  3.150E+01  7.36799E-02  2.01739E-20  7.20421E-04  3.93722E-03  1.0E-07
  3.200E+01  7.59760E-02  1.89770E-20  6.77681E-04  4.05423E-03  1.0E-07
  3.250E+01  7.83043E-02  1.78684E-20  6.38094E-04  4.17266E-03  1.0E-07
  3.300E+01  8.06647E-02  1.68405E-20  6.01384E-04  4.29247E-03  1.0E-07
  3.350E+01  8.30571E-02  1.58861E-20  5.67303E-04  4.41365E-03  1.0E-07
  3.400E+01  8.54812E-02  1.49991E-20  5.35629E-04  4.53616E-03  1.0E-07
  3.450E+01  8.79369E-02  1.41739E-20  5.06158E-04  4.65999E-03  1.0E-07
  3.500E+01  9.04240E-02  1.34052E-20  4.78710E-04  4.78511E-03  1.0E-07
  3.550E+01  9.29422E-02  1.26886E-20  4.53119E-04  4.91148E-03  1.0E-07
  3.600E+01  9.54915E-02  1.20198E-20  4.29236E-04  5.03907E-03  1.0E-07
  3.650E+01  9.80716E-02  1.13951E-20  4.06925E-04  5.16786E-03  1.0E-07
  3.700E+01  1.00682E-01  1.08109E-20  3.86063E-04  5.29783E-03  1.0E-07
  3.750E+01  1.03323E-01  1.02642E-20  3.66540E-04  5.42895E-03  1.0E-07
  3.800E+01  1.05995E-01  9.75202E-21  3.48251E-04  5.56120E-03  1.0E-07
  3.850E+01  1.08696E-01  9.27188E-21  3.31105E-04  5.69454E-03  1.0E-07
  3.900E+01  1.11427E-01  8.82136E-21  3.15016E-04  5.82895E-03  1.0E-07
  3.950E+01  1.14188E-01  8.39827E-21  2.99908E-04  5.96439E-03  1.0E-07
  4.000E+01  1.16978E-01  8.00063E-21  2.85708E-04  6.10084E-03  1.0E-07
  4.050E+01  1.19797E-01  7.62661E-21  2.72351E-04  6.23827E-03  1.0E-07
  4.100E+01  1.22645E-01  7.27455E-21  2.59779E-04  6.37667E-03  1.0E-07
  4.150E+01  1.25522E-01  6.94290E-21  2.47936E-04  6.51601E-03  1.0E-07
  4.200E+01  1.28428E-01  6.63027E-21  2.36771E-04  6.65625E-03  1.0E-07
  4.250E+01  1.31361E-01  6.33534E-21  2.26239E-04  6.79736E-03  1.0E-07
  4.300E+01  1.34323E-01  6.05692E-21  2.16297E-04  6.93931E-03  1.0E-07
  4.350E+01  1.37313E-01  5.79391E-21  2.06904E-04  7.08208E-03  1.0E-07
  4.400E+01  1.40330E-01  5.54530E-21  1.98026E-04  7.22564E-03  1.0E-07
  4.450E+01  1.43375E-01  5.31014E-21  1.89628E-04  7.36998E-03  1.0E-07
  4.500E+01  1.46447E-01  5.08756E-21  1.81680E-04  7.51505E-03  1.0E-07
  4.550E+01  1.49545E-01  4.87676E-21  1.74152E-04  7.66084E-03  1.0E-07
  4.600E+01  1.52671E-01  4.67700E-21  1.67019E-04  7.80730E-03  1.0E-07
  4.650E+01  1.55823E-01  4.48759E-21  1.60255E-04  7.95441E-03  1.0E-07
  4.700E+01  1.59001E-01  4.30788E-21  1.53837E-04  8.10215E-03  1.0E-07
  4.750E+01  1.62205E-01  4.13729E-21  1.47745E-04  8.25048E-03  1.0E-07
  4.800E+01  1.65435E-01  3.97525E-21  1.41959E-04  8.39939E-03  1.0E-07
  4.850E+01  1.68690E-01  3.82127E-21  1.36460E-04  8.54884E-03  1.0E-07
  4.900E+01  1.71970E-01  3.67485E-21  1.31231E-04  8.69881E-03  1.0E-07
  4.950E+01  1.75276E-01  3.53556E-21  1.26257E-04  8.84926E-03  1.0E-07
  5.000E+01  1.78606E-01  3.40297E-21  1.21522E-04  9.00016E-03  1.0E-07
  5.050E+01  1.81961E-01  3.27671E-21  1.17014E-04  9.15148E-03  1.0E-07
  5.100E+01  1.85340E-01  3.15642E-21  1.12718E-04  9.30321E-03  1.0E-07
  5.150E+01  1.88743E-01  3.04175E-21  1.08623E-04  9.45531E-03  1.0E-07
  5.200E+01  1.92169E-01  2.93239E-21  1.04717E-04  9.60776E-03  1.0E-07
  5.250E+01  1.95619E-01  2.82805E-21  1.00991E-04  9.76053E-03  1.0E-07
  5.300E+01  1.99092E-01  2.72845E-21  9.74346E-05  9.91357E-03  1.0E-07
  5.350E+01  2.02589E-01  2.63333E-21  9.40379E-05  1.00669E-02  1.0E-07
  5.400E+01  2.06107E-01  2.54246E-21  9.07927E-05  1.02204E-02  1.0E-07
  5.450E+01  2.09649E-01  2.45560E-21  8.76909E-05  1.03741E-02  1.0E-07
  5.500E+01  2.13212E-01  2.37254E-21  8.47249E-05  1.05280E-02  1.0E-07
  5.550E+01  2.16797E-01  2.29309E-21  8.18876E-05  1.06821E-02  1.0E-07
  5.600E+01  2.20404E-01  2.21705E-21  7.91723E-05  1.08362E-02  1.0E-07
  5.650E+01  2.24032E-01  2.14425E-21  7.65726E-05  1.09905E-02  1.0E-07
  5.700E+01  2.27680E-01  2.07453E-21  7.40828E-05  1.11448E-02  1.0E-07
  5.750E+01  2.31350E-01  2.00773E-21  7.16972E-05  1.12991E-02  1.0E-07
  5.800E+01  2.35040E-01  1.94369E-21  6.94106E-05  1.14534E-02  1.0E-07
  5.850E+01  2.38751E-01  1.88230E-21  6.72180E-05  1.16077E-02  1.0E-07
  5.900E+01  2.42481E-01  1.82340E-21  6.51149E-05  1.17619E-02  1.0E-07
  5.950E+01  2.46231E-01  1.76689E-21  6.30969E-05  1.19160E-02  1.0E-07
  6.000E+01  2.50000E-01  1.71265E-21  6.11598E-05  1.20700E-02  1.0E-07
  6.050E+01  2.53788E-01  1.66056E-21  5.92997E-05  1.22239E-02  1.0E-07
  6.100E+01  2.57595E-01  1.61053E-21  5.75130E-05  1.23776E-02  1.0E-07
  6.150E+01  2.61421E-01  1.56245E-21  5.57962E-05  1.25310E-02  1.0E-07
  6.200E+01  2.65264E-01  1.51624E-21  5.41459E-05  1.26843E-02  1.0E-07
  6.250E+01  2.69126E-01  1.47181E-21  5.25592E-05  1.28372E-02  1.0E-07
  6.300E+01  2.73005E-01  1.42907E-21  5.10330E-05  1.29899E-02  1.0E-07
  6.350E+01  2.76901E-01  1.38795E-21  4.95646E-05  1.31423E-02  1.0E-07
  6.400E+01  2.80814E-01  1.34838E-21  4.81514E-05  1.32943E-02  1.0E-07
  6.450E+01  2.84744E-01  1.31028E-21  4.67908E-05  1.34459E-02  1.0E-07
  6.500E+01  2.88691E-01  1.27358E-21  4.54805E-05  1.35970E-02  1.0E-07
  6.550E+01  2.92653E-01  1.23824E-21  4.42183E-05  1.37478E-02  1.0E-07
  6.600E+01  2.96632E-01  1.20418E-21  4.30021E-05  1.38981E-02  1.0E-07
  6.650E+01  3.00625E-01  1.17135E-21  4.18298E-05  1.40478E-02  1.0E-07
  6.700E+01  3.04634E-01  1.13970E-21  4.06995E-05  1.41971E-02  1.0E-07
  6.750E+01  3.08658E-01  1.10918E-21  3.96095E-05  1.43458E-02  1.0E-07
  6.800E+01  3.12697E-01  1.07973E-21  3.85579E-05  1.44939E-02  1.0E-07
  6.850E+01  3.16749E-01  1.05132E-21  3.75432E-05  1.46413E-02  1.0E-07
  6.900E+01  3.20816E-01  1.02389E-21  3.65638E-05  1.47881E-02  1.0E-07
  6.950E+01  3.24896E-01  9.97411E-22  3.56182E-05  1.49343E-02  1.0E-07
  7.000E+01  3.28990E-01  9.71840E-22  3.47050E-05  1.50798E-02  1.0E-07
  7.050E+01  3.33097E-01  9.47140E-22  3.38230E-05  1.52245E-02  1.0E-07
  7.100E+01  3.37216E-01  9.23273E-22  3.29707E-05  1.53684E-02  1.0E-07
  7.150E+01  3.41348E-01  9.00207E-22  3.21470E-05  1.55115E-02  1.0E-07
  7.200E+01  3.45492E-01  8.77909E-22  3.13507E-05  1.56538E-02  1.0E-07
  7.250E+01  3.49647E-01  8.56350E-22  3.05808E-05  1.57953E-02  1.0E-07
  7.300E+01  3.53814E-01  8.35499E-22  2.98362E-05  1.59359E-02  1.0E-07
  7.350E+01  3.57992E-01  8.15328E-22  2.91159E-05  1.60756E-02  1.0E-07
  7.400E+01  3.62181E-01  7.95809E-22  2.84189E-05  1.62144E-02  1.0E-07
  7.450E+01  3.66381E-01  7.76919E-22  2.77443E-05  1.63521E-02  1.0E-07
  7.500E+01  3.70590E-01  7.58632E-22  2.70912E-05  1.64889E-02  1.0E-07
  7.550E+01  3.74810E-01  7.40925E-22  2.64589E-05  1.66247E-02  1.0E-07
  7.600E+01  3.79039E-01  7.23777E-22  2.58465E-05  1.67594E-02  1.0E-07
  7.650E+01  3.83277E-01  7.07165E-22  2.52533E-05  1.68930E-02  1.0E-07
  7.700E+01  3.87524E-01  6.91070E-22  2.46785E-05  1.70255E-02  1.0E-07
  7.750E+01  3.91780E-01  6.75472E-22  2.41215E-05  1.71569E-02  1.0E-07
  7.800E+01  3.96044E-01  6.60352E-22  2.35816E-05  1.72871E-02  1.0E-07
  7.850E+01  4.00316E-01  6.45694E-22  2.30581E-05  1.74162E-02  1.0E-07
  7.900E+01  4.04596E-01  6.31479E-22  2.25505E-05  1.75440E-02  1.0E-07
  7.950E+01  4.08882E-01  6.17692E-22  2.20582E-05  1.76705E-02  1.0E-07
  8.000E+01  4.13176E-01  6.04318E-22  2.15806E-05  1.77958E-02  1.0E-07
  8.050E+01  4.17476E-01  5.91341E-22  2.11172E-05  1.79198E-02  1.0E-07
  8.100E+01  4.21783E-01  5.78747E-22  2.06674E-05  1.80425E-02  1.0E-07
  8.150E+01  4.26095E-01  5.66522E-22  2.02309E-05  1.81638E-02  1.0E-07
  8.200E+01  4.30413E-01  5.54654E-22  1.98071E-05  1.82837E-02  1.0E-07
  8.250E+01  4.34737E-01  5.43130E-22  1.93955E-05  1.84022E-02  1.0E-07
  8.300E+01  4.39065E-01  5.31937E-22  1.89958E-05  1.85193E-02  1.0E-07
  8.350E+01  4.43398E-01  5.21065E-22  1.86076E-05  1.86349E-02  1.0E-07
  8.400E+01  4.47736E-01  5.10502E-22  1.82304E-05  1.87490E-02  1.0E-07
  8.450E+01  4.52077E-01  5.00238E-22  1.78638E-05  1.88616E-02  1.0E-07
  8.500E+01  4.56422E-01  4.90262E-22  1.75076E-05  1.89727E-02  1.0E-07
  8.550E+01  4.60770E-01  4.80565E-22  1.71613E-05  1.90821E-02  1.0E-07
  8.600E+01  4.65122E-01  4.71137E-22  1.68246E-05  1.91901E-02  1.0E-07
  8.650E+01  4.69476E-01  4.61969E-22  1.64972E-05  1.92963E-02  1.0E-07
  8.700E+01  4.73832E-01  4.53053E-22  1.61788E-05  1.94010E-02  1.0E-07
  8.750E+01  4.78190E-01  4.44381E-22  1.58691E-05  1.95040E-02  1.0E-07
  8.800E+01  4.82550E-01  4.35943E-22  1.55678E-05  1.96053E-02  1.0E-07
  8.850E+01  4.86912E-01  4.27733E-22  1.52746E-05  1.97048E-02  1.0E-07
  8.900E+01  4.91274E-01  4.19743E-22  1.49893E-05  1.98027E-02  1.0E-07
  8.950E+01  4.95637E-01  4.11966E-22  1.47116E-05  1.98987E-02  1.0E-07
  9.000E+01  5.00000E-01  4.04396E-22  1.44412E-05  1.99930E-02  1.0E-07
  9.050E+01  5.04363E-01  3.97025E-22  1.41780E-05  2.00854E-02  1.0E-07
  9.100E+01  5.08726E-01  3.89847E-22  1.39217E-05  2.01761E-02  1.0E-07
  9.150E+01  5.13088E-01  3.82856E-22  1.36720E-05  2.02648E-02  1.0E-07
  9.200E+01  5.17450E-01  3.76047E-22  1.34289E-05  2.03517E-02  1.0E-07
  9.250E+01  5.21810E-01  3.69413E-22  1.31920E-05  2.04367E-02  1.0E-07
  9.300E+01  5.26168E-01  3.62950E-22  1.29612E-05  2.05197E-02  1.0E-07
  9.350E+01  5.30524E-01  3.56651E-22  1.27362E-05  2.06008E-02  1.0E-07
  9.400E+01  5.34878E-01  3.50512E-22  1.25170E-05  2.06800E-02  1.0E-07
  9.450E+01  5.39230E-01  3.44528E-22  1.23033E-05  2.07571E-02  1.0E-07
  9.500E+01  5.43578E-01  3.38695E-22  1.20950E-05  2.08322E-02  1.0E-07
  9.550E+01  5.47923E-01  3.33007E-22  1.18919E-05  2.09053E-02  1.0E-07
  9.600E+01  5.52264E-01  3.27461E-22  1.16938E-05  2.09763E-02  1.0E-07
  9.650E+01  5.56602E-01  3.22051E-22  1.15007E-05  2.10453E-02  1.0E-07
  9.700E+01  5.60935E-01  3.16775E-22  1.13122E-05  2.11121E-02  1.0E-07
  9.750E+01  5.65263E-01  3.11628E-22  1.11284E-05  2.11769E-02  1.0E-07
  9.800E+01  5.69587E-01  3.06606E-22  1.09491E-05  2.12395E-02  1.0E-07
  9.850E+01  5.73905E-01  3.01706E-22  1.07741E-05  2.12999E-02  1.0E-07
  9.900E+01  5.78217E-01  2.96925E-22  1.06034E-05  2.13581E-02  1.0E-07
  9.950E+01  5.82524E-01  2.92258E-22  1.04367E-05  2.14142E-02  1.0E-07
  1.000E+02  5.86824E-01  2.87702E-22  1.02740E-05  2.14681E-02  1.0E-07
  1.005E+02  5.91118E-01  2.83254E-22  1.01152E-05  2.15197E-02  1.0E-07
  1.010E+02  5.95404E-01  2.78912E-22  9.96014E-06  2.15690E-02  1.0E-07
  1.015E+02  5.99684E-01  2.74672E-22  9.80872E-06  2.16161E-02  1.0E-07
  1.020E+02  6.03956E-01  2.70532E-22  9.66086E-06  2.16610E-02  1.0E-07
  1.025E+02  6.08220E-01  2.66488E-22  9.51645E-06  2.17035E-02  1.0E-07
  1.030E+02  6.12476E-01  2.62537E-22  9.37538E-06  2.17437E-02  1.0E-07
  1.035E+02  6.16723E-01  2.58679E-22  9.23758E-06  2.17815E-02  1.0E-07
  1.040E+02  6.20961E-01  2.54909E-22  9.10295E-06  2.18170E-02  1.0E-07
  1.045E+02  6.25190E-01  2.51225E-22  8.97140E-06  2.18502E-02  1.0E-07
  1.050E+02  6.29410E-01  2.47625E-22  8.84285E-06  2.18809E-02  1.0E-07
  1.055E+02  6.33619E-01  2.44107E-22  8.71722E-06  2.19093E-02  1.0E-07
  1.060E+02  6.37819E-01  2.40669E-22  8.59444E-06  2.19353E-02  1.0E-07
  1.065E+02  6.42008E-01  2.37308E-22  8.47441E-06  2.19588E-02  1.0E-07
  1.070E+02  6.46186E-01  2.34022E-22  8.35708E-06  2.19799E-02  1.0E-07
  1.075E+02  6.50353E-01  2.30810E-22  8.24236E-06  2.19985E-02  1.0E-07
  1.080E+02  6.54508E-01  2.27669E-22  8.13019E-06  2.20147E-02  1.0E-07
  1.085E+02  6.58652E-01  2.24597E-22  8.02051E-06  2.20284E-02  1.0E-07
  1.090E+02  6.62784E-01  2.21594E-22  7.91325E-06  2.20396E-02  1.0E-07
  1.095E+02  6.66903E-01  2.18656E-22  7.80835E-06  2.20483E-02  1.0E-07
  1.100E+02  6.71010E-01  2.15783E-22  7.70573E-06  2.20545E-02  1.0E-07
  1.105E+02  6.75104E-01  2.12972E-22  7.60536E-06  2.20581E-02  1.0E-07
  1.110E+02  6.79184E-01  2.10222E-22  7.50716E-06  2.20593E-02  1.0E-07
  1.115E+02  6.83251E-01  2.07532E-22  7.41109E-06  2.20579E-02  1.0E-07
  1.120E+02  6.87303E-01  2.04899E-22  7.31709E-06  2.20539E-02  1.0E-07
  1.125E+02  6.91342E-01  2.02324E-22  7.22511E-06  2.20474E-02  1.0E-07
  1.130E+02  6.95366E-01  1.99803E-22  7.13509E-06  2.20382E-02  1.0E-07
  1.135E+02  6.99375E-01  1.97336E-22  7.04700E-06  2.20265E-02  1.0E-07
  1.140E+02  7.03368E-01  1.94922E-22  6.96077E-06  2.20123E-02  1.0E-07
  1.145E+02  7.07347E-01  1.92558E-22  6.87638E-06  2.19954E-02  1.0E-07
  1.150E+02  7.11309E-01  1.90245E-22  6.79376E-06  2.19759E-02  1.0E-07
  1.155E+02  7.15256E-01  1.87980E-22  6.71288E-06  2.19538E-02  1.0E-07
  1.160E+02  7.19186E-01  1.85762E-22  6.63370E-06  2.19291E-02  1.0E-07
  1.165E+02  7.23099E-01  1.83591E-22  6.55617E-06  2.19017E-02  1.0E-07
  1.170E+02  7.26995E-01  1.81466E-22  6.48026E-06  2.18717E-02  1.0E-07
  1.175E+02  7.30874E-01  1.79384E-22  6.40592E-06  2.18391E-02  1.0E-07
  1.180E+02  7.34736E-01  1.77346E-22  6.33312E-06  2.18038E-02  1.0E-07
  1.185E+02  7.38579E-01  1.75349E-22  6.26183E-06  2.17659E-02  1.0E-07
  1.190E+02  7.42405E-01  1.73394E-22  6.19201E-06  2.17254E-02  1.0E-07
  1.195E+02  7.46212E-01  1.71479E-22  6.12362E-06  2.16822E-02  1.0E-07
  1.200E+02  7.50000E-01  1.69603E-22  6.05663E-06  2.16363E-02  1.0E-07
  1.205E+02  7.53769E-01  1.67765E-22  5.99101E-06  2.15877E-02  1.0E-07
  1.210E+02  7.57519E-01  1.65965E-22  5.92672E-06  2.15366E-02  1.0E-07
  1.215E+02  7.61249E-01  1.64202E-22  5.86374E-06  2.14827E-02  1.0E-07
  1.220E+02  7.64960E-01  1.62474E-22  5.80204E-06  2.14262E-02  1.0E-07
  1.225E+02  7.68650E-01  1.60781E-22  5.74159E-06  2.13670E-02  1.0E-07
  1.230E+02  7.72320E-01  1.59122E-22  5.68236E-06  2.13051E-02  1.0E-07
  1.235E+02  7.75968E-01  1.57497E-22  5.62433E-06  2.12406E-02  1.0E-07
  1.240E+02  7.79596E-01  1.55905E-22  5.56746E-06  2.11734E-02  1.0E-07
  1.245E+02  7.83203E-01  1.54344E-22  5.51173E-06  2.11036E-02  1.0E-07
  1.250E+02  7.86788E-01  1.52815E-22  5.45712E-06  2.10310E-02  1.0E-07
  1.255E+02  7.90351E-01  1.51316E-22  5.40360E-06  2.09558E-02  1.0E-07
  1.260E+02  7.93893E-01  1.49847E-22  5.35115E-06  2.08780E-02  1.0E-07
  1.265E+02  7.97411E-01  1.48408E-22  5.29974E-06  2.07975E-02  1.0E-07
  1.270E+02  8.00908E-01  1.46997E-22  5.24936E-06  2.07144E-02  1.0E-07
  1.275E+02  8.04381E-01  1.45614E-22  5.19998E-06  2.06286E-02  1.0E-07
  1.280E+02  8.07831E-01  1.44259E-22  5.15158E-06  2.05401E-02  1.0E-07
  1.285E+02  8.11257E-01  1.42930E-22  5.10414E-06  2.04490E-02  1.0E-07
  1.290E+02  8.14660E-01  1.41628E-22  5.05764E-06  2.03553E-02  1.0E-07
  1.295E+02  8.18039E-01  1.40352E-22  5.01206E-06  2.02589E-02  1.0E-07
  1.300E+02  8.21394E-01  1.39101E-22  4.96738E-06  2.01600E-02  1.0E-07
  1.305E+02  8.24724E-01  1.37874E-22  4.92359E-06  2.00584E-02  1.0E-07
  1.310E+02  8.28030E-01  1.36672E-22  4.88066E-06  1.99542E-02  1.0E-07
  1.315E+02  8.31310E-01  1.35494E-22  4.83857E-06  1.98474E-02  1.0E-07
  1.320E+02  8.34565E-01  1.34339E-22  4.79732E-06  1.97380E-02  1.0E-07
  1.325E+02  8.37795E-01  1.33206E-22  4.75688E-06  1.96260E-02  1.0E-07
  1.330E+02  8.40999E-01  1.32096E-22  4.71724E-06  1.95114E-02  1.0E-07
  1.335E+02  8.44177E-01  1.31008E-22  4.67839E-06  1.93943E-02  1.0E-07
  1.340E+02  8.47329E-01  1.29942E-22  4.64030E-06  1.92746E-02  1.0E-07
  1.345E+02  8.50455E-01  1.28896E-22  4.60296E-06  1.91523E-02  1.0E-07
  1.350E+02  8.53553E-01  1.27871E-22  4.56636E-06  1.90276E-02  1.0E-07
  1.355E+02  8.56625E-01  1.26866E-22  4.53048E-06  1.89003E-02  1.0E-07
  1.360E+02  8.59670E-01  1.25882E-22  4.49532E-06  1.87704E-02  1.0E-07
  1.365E+02  8.62687E-01  1.24916E-22  4.46085E-06  1.86381E-02  1.0E-07
  1.370E+02  8.65677E-01  1.23970E-22  4.42706E-06  1.85033E-02  1.0E-07
  1.375E+02  8.68639E-01  1.23043E-22  4.39395E-06  1.83660E-02  1.0E-07
  1.380E+02  8.71572E-01  1.22134E-22  4.36149E-06  1.82263E-02  1.0E-07
  1.385E+02  8.74478E-01  1.21243E-22  4.32968E-06  1.80841E-02  1.0E-07
  1.390E+02  8.77355E-01  1.20370E-22  4.29850E-06  1.79394E-02  1.0E-07
  1.395E+02  8.80203E-01  1.19515E-22  4.26795E-06  1.77924E-02  1.0E-07
  1.400E+02  8.83022E-01  1.18676E-22  4.23801E-06  1.76429E-02  1.0E-07
  1.405E+02  8.85812E-01  1.17855E-22  4.20867E-06  1.74911E-02  1.0E-07
  1.410E+02  8.88573E-01  1.17050E-22  4.17992E-06  1.73369E-02  1.0E-07
  1.415E+02  8.91304E-01  1.16261E-22  4.15176E-06  1.71803E-02  1.0E-07
  1.420E+02  8.94005E-01  1.15488E-22  4.12416E-06  1.70214E-02  1.0E-07
  1.425E+02  8.96677E-01  1.14731E-22  4.09713E-06  1.68602E-02  1.0E-07
