Angle_deg,DCS_a02_sr,DCS_cm2_sr,Sherman_S,Spin_T,Spin_U,Re_f,Im_f,Re_g,Im_g
105,0.042208,1.18195e-18,-0.0165507,1,0,-1.47045e-10,1.07693e-9,5.98319e-12,2.26975e-11
105.5,0.0423433,1.18573e-18,-0.0175667,1,0,-1.79675e-10,1.07373e-9,5.89127e-12,2.27581e-11
106,0.042502,1.19018e-18,-0.0185574,1,0,-2.12118e-10,1.06987e-9,5.7986e-12,2.28152e-11
106.5,0.0426843,1.19528e-18,-0.0195209,1,0,-2.44364e-10,1.06537e-9,5.70524e-12,2.28689e-11
107,0.04289,1.20104e-18,-0.0204556,1,0,-2.764e-10,1.06023e-9,5.61124e-12,2.29191e-11
107.5,0.0431193,1.20746e-18,-0.0213598,1,0,-3.08217e-10,1.05447e-9,5.51665e-12,2.29657e-11
108,0.0433722,1.21454e-18,-0.0222319,1,0,-3.39803e-10,1.0481e-9,5.42152e-12,2.30089e-11
108.5,0.0436485,1.22228e-18,-0.0230707,1,0,-3.71149e-10,1.04114e-9,5.32591e-12,2.30485e-11
109,0.0439483,1.23068e-18,-0.023875,1,0,-4.02246e-10,1.03359e-9,5.22987e-12,2.30846e-11
109.5,0.0442716,1.23973e-18,-0.0246439,1,0,-4.33083e-10,1.02548e-9,5.13344e-12,2.31172e-11
110,0.0446184,1.24944e-18,-0.0253764,1,0,-4.63653e-10,1.01681e-9,5.03668e-12,2.31462e-11
110.5,0.0449885,1.25981e-18,-0.0260719,1,0,-4.93947e-10,1.0076e-9,4.93964e-12,2.31716e-11
111,0.0453819,1.27082e-18,-0.0267298,1,0,-5.23958e-10,9.97863e-10,4.84236e-12,2.31935e-11
111.5,0.0457986,1.28249e-18,-0.0273498,1,0,-5.53677e-10,9.87609e-10,4.7449e-12,2.32118e-11
112,0.0462385,1.29481e-18,-0.0279317,1,0,-5.83099e-10,9.76854e-10,4.6473e-12,2.32266e-11
112.5,0.0467014,1.30777e-18,-0.0284754,1,0,-6.12216e-10,9.65611e-10,4.54962e-12,2.32378e-11
113,0.0471873,1.32138e-18,-0.0289809,1,0,-6.41022e-10,9.53893e-10,4.4519e-12,2.32454e-11
113.5,0.0476961,1.33563e-18,-0.0294485,1,0,-6.69511e-10,9.41713e-10,4.35418e-12,2.32494e-11
114,0.0482277,1.35051e-18,-0.0298784,1,0,-6.97677e-10,9.29086e-10,4.25651e-12,2.32499e-11
114.5,0.0487818,1.36603e-18,-0.0302711,1,0,-7.25516e-10,9.16023e-10,4.15894e-12,2.32468e-11
115,0.0493584,1.38218e-18,-0.0306271,1,0,-7.53023e-10,9.02539e-10,4.06152e-12,2.32401e-11
115.5,0.0499574,1.39895e-18,-0.0309471,1,0,-7.80193e-10,8.88646e-10,3.96428e-12,2.32299e-11
