 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: positron
 # Kinetic energy = 1.00000E+03 eV = 3.67493E+01 a.u.
 #
 # Element: Cu,  Z =  29,  atomic weight = 6.35460E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 4.26986E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons = 29
 #
 # Electron density: Read from file z_029.den   
 #                   Number of data points =  771
 #                   Volume integral = 2.90000E+01
 #
 # Total elastic cross section = 1.15525E-16 cm**2 = 4.12546E+00 a0**2
 # 1st transport cross section = 1.27024E-17 cm**2 = 4.53611E-01 a0**2
 # 2nd transport cross section = 2.43352E-17 cm**2 = 8.69026E-01 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  1.800E+00  2.46720E-04  1.27724E-15  4.56110E+01  2.25865E-06  1.0E-07
  1.900E+00  2.74892E-04  1.26245E-15  4.50830E+01  2.39775E-06  1.0E-07
  2.000E+00  3.04586E-04  1.24716E-15  4.45370E+01  2.53901E-06  1.0E-07
  2.100E+00  3.35803E-04  1.23141E-15  4.39745E+01  2.68256E-06  1.0E-07
  2.200E+00  3.68542E-04  1.21524E-15  4.33968E+01  2.82848E-06  1.0E-07
  2.300E+00  4.02802E-04  1.19867E-15  4.28053E+01  2.97690E-06  1.0E-07
  2.400E+00  4.38585E-04  1.18176E-15  4.22014E+01  3.12789E-06  1.0E-07
  2.500E+00  4.75889E-04  1.16454E-15  4.15864E+01  3.28157E-06  1.0E-07
  2.600E+00  5.14715E-04  1.14704E-15  4.09617E+01  3.43803E-06  1.0E-07
  2.700E+00  5.55063E-04  1.12931E-15  4.03285E+01  3.59737E-06  1.0E-07
  2.800E+00  5.96931E-04  1.11138E-15  3.96881E+01  3.75967E-06  1.0E-07
  2.900E+00  6.40321E-04  1.09328E-15  3.90419E+01  3.92503E-06  1.0E-07
  3.000E+00  6.85233E-04  1.07506E-15  3.83909E+01  4.09353E-06  1.0E-07
  3.100E+00  7.31665E-04  1.05673E-15  3.77364E+01  4.26527E-06  1.0E-07
  3.200E+00  7.79618E-04  1.03833E-15  3.70795E+01  4.44033E-06  1.0E-07
  3.300E+00  8.29092E-04  1.01990E-15  3.64213E+01  4.61878E-06  1.0E-07
  3.400E+00  8.80086E-04  1.00146E-15  3.57628E+01  4.80070E-06  1.0E-07
  3.500E+00  9.32601E-04  9.83037E-16  3.51049E+01  4.98618E-06  1.0E-07
  3.600E+00  9.86636E-04  9.64660E-16  3.44486E+01  5.17528E-06  1.0E-07
  3.700E+00  1.04219E-03  9.46352E-16  3.37948E+01  5.36807E-06  1.0E-07
  3.800E+00  1.09927E-03  9.28136E-16  3.31443E+01  5.56462E-06  1.0E-07
  3.900E+00  1.15786E-03  9.10034E-16  3.24979E+01  5.76501E-06  1.0E-07
  4.000E+00  1.21797E-03  8.92066E-16  3.18563E+01  5.96928E-06  1.0E-07
  4.100E+00  1.27961E-03  8.74250E-16  3.12201E+01  6.17749E-06  1.0E-07
  4.200E+00  1.34276E-03  8.56605E-16  3.05899E+01  6.38971E-06  1.0E-07
  4.300E+00  1.40743E-03  8.39145E-16  2.99664E+01  6.60598E-06  1.0E-07
  4.400E+00  1.47362E-03  8.21884E-16  2.93500E+01  6.82636E-06  1.0E-07
  4.500E+00  1.54133E-03  8.04837E-16  2.87413E+01  7.05089E-06  1.0E-07
  4.600E+00  1.61056E-03  7.88015E-16  2.81405E+01  7.27961E-06  1.0E-07
  4.700E+00  1.68131E-03  7.71428E-16  2.75482E+01  7.51257E-06  1.0E-07
  4.800E+00  1.75357E-03  7.55085E-16  2.69646E+01  7.74980E-06  1.0E-07
  4.900E+00  1.82735E-03  7.38995E-16  2.63900E+01  7.99134E-06  1.0E-07
  5.000E+00  1.90265E-03  7.23165E-16  2.58247E+01  8.23722E-06  1.0E-07
  5.100E+00  1.97947E-03  7.07601E-16  2.52689E+01  8.48746E-06  1.0E-07
  5.200E+00  2.05780E-03  6.92307E-16  2.47227E+01  8.74210E-06  1.0E-07
  5.300E+00  2.13765E-03  6.77288E-16  2.41864E+01  9.00115E-06  1.0E-07
  5.400E+00  2.21902E-03  6.62548E-16  2.36600E+01  9.26464E-06  1.0E-07
  5.500E+00  2.30190E-03  6.48088E-16  2.31436E+01  9.53259E-06  1.0E-07
  5.600E+00  2.38630E-03  6.33910E-16  2.26373E+01  9.80500E-06  1.0E-07
  5.700E+00  2.47222E-03  6.20015E-16  2.21411E+01  1.00819E-05  1.0E-07
  5.800E+00  2.55965E-03  6.06404E-16  2.16551E+01  1.03633E-05  1.0E-07
  5.900E+00  2.64859E-03  5.93075E-16  2.11791E+01  1.06492E-05  1.0E-07
  6.000E+00  2.73905E-03  5.80029E-16  2.07132E+01  1.09395E-05  1.0E-07
  6.100E+00  2.83103E-03  5.67263E-16  2.02573E+01  1.12344E-05  1.0E-07
  6.200E+00  2.92452E-03  5.54776E-16  1.98114E+01  1.15338E-05  1.0E-07
  6.300E+00  3.01952E-03  5.42565E-16  1.93753E+01  1.18377E-05  1.0E-07
  6.400E+00  3.11604E-03  5.30628E-16  1.89491E+01  1.21461E-05  1.0E-07
  6.500E+00  3.21407E-03  5.18961E-16  1.85324E+01  1.24590E-05  1.0E-07
  6.600E+00  3.31362E-03  5.07562E-16  1.81254E+01  1.27764E-05  1.0E-07
  6.700E+00  3.41468E-03  4.96426E-16  1.77277E+01  1.30982E-05  1.0E-07
  6.800E+00  3.51725E-03  4.85550E-16  1.73393E+01  1.34246E-05  1.0E-07
  6.900E+00  3.62133E-03  4.74929E-16  1.69600E+01  1.37554E-05  1.0E-07
  7.000E+00  3.72692E-03  4.64560E-16  1.65897E+01  1.40906E-05  1.0E-07
  7.100E+00  3.83403E-03  4.54438E-16  1.62283E+01  1.44302E-05  1.0E-07
  7.200E+00  3.94265E-03  4.44559E-16  1.58755E+01  1.47743E-05  1.0E-07
  7.300E+00  4.05278E-03  4.34917E-16  1.55312E+01  1.51227E-05  1.0E-07
  7.400E+00  4.16442E-03  4.25508E-16  1.51952E+01  1.54756E-05  1.0E-07
  7.500E+00  4.27757E-03  4.16328E-16  1.48673E+01  1.58328E-05  1.0E-07
  7.600E+00  4.39223E-03  4.07371E-16  1.45475E+01  1.61943E-05  1.0E-07
  7.700E+00  4.50840E-03  3.98633E-16  1.42355E+01  1.65601E-05  1.0E-07
  7.800E+00  4.62608E-03  3.90109E-16  1.39310E+01  1.69302E-05  1.0E-07
  7.900E+00  4.74527E-03  3.81794E-16  1.36341E+01  1.73046E-05  1.0E-07
  8.000E+00  4.86597E-03  3.73682E-16  1.33444E+01  1.76833E-05  1.0E-07
  8.100E+00  4.98817E-03  3.65770E-16  1.30619E+01  1.80662E-05  1.0E-07
  8.200E+00  5.11188E-03  3.58053E-16  1.27863E+01  1.84532E-05  1.0E-07
  8.300E+00  5.23711E-03  3.50525E-16  1.25175E+01  1.88445E-05  1.0E-07
  8.400E+00  5.36383E-03  3.43183E-16  1.22553E+01  1.92399E-05  1.0E-07
  8.500E+00  5.49207E-03  3.36020E-16  1.19995E+01  1.96394E-05  1.0E-07
  8.600E+00  5.62181E-03  3.29034E-16  1.17500E+01  2.00430E-05  1.0E-07
  8.700E+00  5.75306E-03  3.22219E-16  1.15067E+01  2.04507E-05  1.0E-07
  8.800E+00  5.88581E-03  3.15571E-16  1.12693E+01  2.08625E-05  1.0E-07
  8.900E+00  6.02007E-03  3.09086E-16  1.10377E+01  2.12783E-05  1.0E-07
  9.000E+00  6.15583E-03  3.02759E-16  1.08117E+01  2.16980E-05  1.0E-07
  9.100E+00  6.29310E-03  2.96586E-16  1.05913E+01  2.21218E-05  1.0E-07
  9.200E+00  6.43187E-03  2.90564E-16  1.03762E+01  2.25495E-05  1.0E-07
  9.300E+00  6.57214E-03  2.84687E-16  1.01664E+01  2.29811E-05  1.0E-07
  9.400E+00  6.71392E-03  2.78953E-16  9.96160E+00  2.34166E-05  1.0E-07
  9.500E+00  6.85720E-03  2.73357E-16  9.76177E+00  2.38560E-05  1.0E-07
  9.600E+00  7.00198E-03  2.67896E-16  9.56675E+00  2.42992E-05  1.0E-07
  9.700E+00  7.14827E-03  2.62566E-16  9.37641E+00  2.47462E-05  1.0E-07
  9.800E+00  7.29605E-03  2.57364E-16  9.19063E+00  2.51970E-05  1.0E-07
